Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg
#287,Litwickヒトモシ,"['ghost', 'fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",50,30,55,65,55,20,"['ghost', 'psychic', 'bug', 'steel', 'grass', 'ice']","['normal', 'dark', 'rock', 'fire', 'water', 'dragon']","['normal', 'fighting', 'poison', 'bug', 'steel', 'fire', 'grass', 'ice']","['ghost', 'dark', 'ground', 'rock', 'water']",275,45
#288,Lampentランプラー,"['ghost', 'fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",60,40,60,95,60,55,"['ghost', 'psychic', 'bug', 'steel', 'grass', 'ice']","['normal', 'dark', 'rock', 'fire', 'water', 'dragon']","['normal', 'fighting', 'poison', 'bug', 'steel', 'fire', 'grass', 'ice']","['ghost', 'dark', 'ground', 'rock', 'water']",370,61
#289,Chandelureシャンデラ,"['ghost', 'fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",60,55,90,145,90,80,"['ghost', 'psychic', 'bug', 'steel', 'grass', 'ice']","['normal', 'dark', 'rock', 'fire', 'water', 'dragon']","['normal', 'fighting', 'poison', 'bug', 'steel', 'fire', 'grass', 'ice']","['ghost', 'dark', 'ground', 'rock', 'water']",520,86
#290,Inkayマーイーカ,"['dark', 'psychic']","['Contrary', 'Suction Cups', 'Infiltrator']",53,54,53,37,46,45,"['ghost', 'fighting', 'poison']","['fighting', 'dark', 'fairy', 'steel']","['psychic', 'fighting']","['fighting', 'bug', 'fairy']",288,48
#291,Malamarカラマネロ,"['dark', 'psychic']","['Contrary', 'Suction Cups', 'Infiltrator']",86,92,88,68,75,73,"['ghost', 'fighting', 'poison']","['fighting', 'dark', 'fairy', 'steel']","['psychic', 'fighting']","['fighting', 'bug', 'fairy']",482,80
#292,Sneaselニューラ,"['dark', 'ice']","['Inner Focus', 'Keen Eye', 'Pickpocket']",55,95,55,35,75,115,"['ghost', 'psychic', 'flying', 'ground', 'grass', 'dragon']","['fighting', 'dark', 'fairy', 'steel', 'fire', 'water', 'ice']","['ghost', 'psychic', 'dark', 'ice']","['fighting', 'bug', 'fairy', 'rock', 'steel', 'fire']",430,71
#293,Weavileマニューラ,"['dark', 'ice']","['Pressure', 'Pickpocket']",70,120,65,45,85,125,"['ghost', 'psychic', 'flying', 'ground', 'grass', 'dragon']","['fighting', 'dark', 'fairy', 'steel', 'fire', 'water', 'ice']","['ghost', 'psychic', 'dark', 'ice']","['fighting', 'bug', 'fairy', 'rock', 'steel', 'fire']",510,85
#294,Sableyeヤミラミ,"['dark', 'ghost']","['Keen Eye', 'Stall', 'Prankster']",50,75,75,65,65,50,"['ghost', 'psychic']","['fighting', 'dark', 'fairy', 'normal']","['psychic', 'normal', 'poison']",['fairy'],380,63
#295,Mawileクチート,"['steel', 'fairy']","['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,85,85,55,55,50,"['rock', 'ice', 'fairy', 'fighting', 'dragon', 'dark']","['steel', 'fire', 'water', 'electric', 'poison']","['normal', 'flying', 'rock', 'bug', 'grass', 'psychic', 'ice', 'dragon', 'fairy', 'dark']","['ground', 'fire']",380,63
#296,Maractusマラカッチ,['grass'],"['Water Absorb', 'Chlorophyll', 'Storm Drain']",75,86,67,106,67,60,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",461,76
#297,Sigilyphシンボラー,"['psychic', 'flying']","['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",72,58,80,103,80,97,"['fighting', 'poison', 'bug', 'grass']","['steel', 'dark', 'psychic', 'rock', 'electric']","['fighting', 'psychic', 'ground', 'grass']","['ghost', 'dark', 'rock', 'electric', 'ice']",490,81
#298,Rioluリオル,['fighting'],"['Steadfast', 'Inner Focus', 'Prankster']",40,70,40,35,40,60,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",285,47
#299,Lucarioルカリオ,"['fighting', 'steel']","['Steadfast', 'Inner Focus', 'Justified']",70,110,70,115,70,90,"['normal', 'rock', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fire', 'water', 'electric']","['rock', 'bug', 'ghost', 'normal', 'poison', 'steel', 'grass', 'ice', 'dragon']","['fighting', 'ground', 'fire']",525,87
#300,Torkoalコータス,['fire'],"['White Smoke', 'Drought', 'Shell Armor']",70,85,140,85,70,20,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice']","['ground', 'rock', 'water']",470,78
#301,Mimikyuミミッキュ,"['ghost', 'fairy']",['Disguise'],55,90,80,50,105,96,"['ghost', 'psychic', 'fighting', 'dragon']","['normal', 'poison', 'steel', 'fire']","['normal', 'fighting', 'bug', 'dragon']","['ghost', 'steel']",476,79
#302,Cufantゾウドウ,['steel'],"['Sheer Force', 'Heavy Metal']",72,80,49,40,49,40,"['rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",330,55
#303,Copperajahダイオウドウ,['steel'],"['Sheer Force', 'Heavy Metal']",122,130,69,80,69,30,"['rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",500,83
#304,Qwilfishハリーセン,"['water', 'poison']","['Poison Point', 'Swift Swim', 'Intimidate']",65,95,85,55,55,85,"['rock', 'fire', 'fairy']","['water', 'dragon', 'poison', 'rock', 'steel', 'ghost']","['steel', 'fire', 'water', 'ice', 'fighting', 'poison', 'fairy', 'bug']","['electric', 'ground', 'psychic']",440,73
#305,Frillishプルリル,"['water', 'ghost']","['Water Absorb', 'Cursed Body', 'Damp']",55,40,50,65,85,40,"['ground', 'rock', 'fire', 'ghost', 'psychic']","['water', 'grass', 'dragon', 'normal', 'dark']","['steel', 'fire', 'water', 'ice', 'normal', 'fighting', 'poison', 'bug']","['grass', 'electric', 'ghost', 'dark']",335,55
#306,Jellicentブルンゲル,"['water', 'ghost']","['Water Absorb', 'Cursed Body', 'Damp']",100,60,70,85,105,60,"['ground', 'rock', 'fire', 'ghost', 'psychic']","['water', 'grass', 'dragon', 'normal', 'dark']","['steel', 'fire', 'water', 'ice', 'normal', 'fighting', 'poison', 'bug']","['grass', 'electric', 'ghost', 'dark']",480,80
#307,Mareanieヒドイデ,"['poison', 'water']","['Merciless', 'Limber', 'Regenerator']",50,53,62,43,52,45,"['fairy', 'rock', 'fire']","['poison', 'rock', 'steel', 'ghost', 'water', 'dragon']","['fighting', 'poison', 'fairy', 'bug', 'steel', 'fire', 'water', 'ice']","['ground', 'psychic', 'electric']",305,50
#308,Toxapexドヒドイデ,"['poison', 'water']","['Merciless', 'Limber', 'Regenerator']",50,63,152,53,142,35,"['fairy', 'rock', 'fire']","['poison', 'rock', 'steel', 'ghost', 'water', 'dragon']","['fighting', 'poison', 'fairy', 'bug', 'steel', 'fire', 'water', 'ice']","['ground', 'psychic', 'electric']",495,82
#309,Cramorantウッウ,"['flying', 'water']",['Gulp Missile'],70,85,55,85,95,85,"['fighting', 'bug', 'ground', 'fire']","['steel', 'electric', 'water', 'dragon']","['fighting', 'ground', 'bug', 'steel', 'fire', 'water']","['rock', 'electric']",475,79
#310,Toxelエレズン,"['electric', 'poison']","['Rattled', 'Static', 'Klutz']",40,38,35,54,35,40,"['flying', 'water', 'fairy']","['ground', 'electric', 'dragon', 'poison', 'rock', 'steel', 'ghost']","['flying', 'steel', 'electric', 'fighting', 'poison', 'grass', 'fairy', 'bug']","['ground', 'psychic']",242,40
#311,Toxtricityストリンダー,"['electric', 'poison']","['Punk Rock', 'Plus', 'Technician']",75,98,70,114,70,75,"['flying', 'water', 'fairy']","['ground', 'electric', 'dragon', 'poison', 'rock', 'steel', 'ghost']","['flying', 'steel', 'electric', 'fighting', 'poison', 'grass', 'fairy', 'bug']","['ground', 'psychic']",502,83
#312,Silicobraスナヘビ,['ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",52,57,75,35,50,46,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'ice', 'grass']",315,52
#313,Sandacondaサダイジャ,['ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",72,107,125,65,70,71,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'ice', 'grass']",510,85
#314,Hippopotasヒポポタス,['ground'],"['Sand Stream', 'Sand Force']",68,72,78,38,42,32,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'ice', 'grass']",330,55
#315,Hippowdonカバルドン,['ground'],"['Sand Stream', 'Sand Force']",108,112,118,68,72,47,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'ice', 'grass']",525,87
#316,Durantアイアント,"['bug', 'steel']","['Swarm', 'Hustle', 'Truant']",58,109,112,48,48,109,"['grass', 'psychic', 'dark', 'rock', 'ice']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'water', 'electric']","['ground', 'grass', 'normal', 'poison', 'bug', 'steel', 'psychic', 'ice', 'dragon', 'fairy']","['fire', 'ground']",484,80
#317,Heatmorクイタラン,['fire'],"['Gluttony', 'Flash Fire', 'White Smoke']",85,97,66,105,66,65,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice']","['ground', 'rock', 'water']",484,80
#318,Helioptileエリキテル,"['electric', 'normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",44,38,33,61,43,70,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon', 'rock', 'ghost', 'steel']","['flying', 'steel', 'electric', 'ghost']","['ground', 'fighting']",289,48
#319,Helioliskエレザード,"['electric', 'normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",62,55,52,109,94,109,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon', 'rock', 'ghost', 'steel']","['flying', 'steel', 'electric', 'ghost']","['ground', 'fighting']",481,80
#320,Hawluchaルチャブル,"['fighting', 'flying']","['Limber', 'Unburden', 'Mold Breaker']",78,92,75,74,63,118,"['normal', 'steel', 'ice', 'dark', 'fighting', 'grass']","['flying', 'poison', 'psychic', 'ghost', 'fairy', 'steel', 'electric']","['bug', 'ghost', 'fighting', 'ground', 'grass']","['flying', 'psychic', 'fairy', 'electric', 'ice']",500,83
#321,Trapinchナックラー,['ground'],"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",45,100,45,45,45,10,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'ice', 'grass']",290,48
#322,Vibravaビブラーバ,"['ground', 'dragon']",['Levitate'],50,70,50,50,50,70,"['poison', 'rock', 'fire', 'electric', 'dragon']","['flying', 'bug', 'grass', 'fairy']","['poison', 'rock', 'electric', 'fire', 'grass']","['ice', 'grass', 'dragon', 'fairy']",340,56
#323,Flygonフライゴン,"['ground', 'dragon']",['Levitate'],80,100,80,80,80,100,"['poison', 'rock', 'fire', 'electric', 'dragon']","['flying', 'bug', 'grass', 'fairy']","['poison', 'rock', 'electric', 'fire', 'grass']","['ice', 'grass', 'dragon', 'fairy']",520,86
#324,Axewキバゴ,['dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",46,87,60,30,40,57,['dragon'],"['steel', 'fairy']","['fire', 'water', 'grass', 'electric']","['ice', 'dragon', 'fairy']",320,53
#325,Fraxureオノンド,['dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",66,117,70,40,50,67,['dragon'],"['steel', 'fairy']","['fire', 'water', 'grass', 'electric']","['ice', 'dragon', 'fairy']",410,68
#326,Haxorusオノノクス,['dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",76,147,90,60,70,97,['dragon'],"['steel', 'fairy']","['fire', 'water', 'grass', 'electric']","['ice', 'dragon', 'fairy']",540,90
#327,Yamaskデスマス,"['ground', 'ghost']",['Wandering Spirit'],38,55,85,30,65,30,"['poison', 'rock', 'steel', 'fire', 'electric', 'ghost', 'psychic']","['flying', 'bug', 'grass', 'normal', 'dark']","['poison', 'rock', 'electric', 'normal', 'fighting', 'bug']","['water', 'ice', 'grass', 'ghost', 'dark']",303,50
#328,Runerigusデスバーン,"['ground', 'ghost']",['Wandering Spirit'],58,95,145,50,105,30,"['poison', 'rock', 'steel', 'fire', 'electric', 'ghost', 'psychic']","['flying', 'bug', 'grass', 'normal', 'dark']","['poison', 'rock', 'electric', 'normal', 'fighting', 'bug']","['water', 'ice', 'grass', 'ghost', 'dark']",483,80
#329,Cofagrigusデスカーン,['ghost'],['Mummy'],58,50,145,95,105,30,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",483,80
#330,Honedgeヒトツキ,"['steel', 'ghost']",['No Guard'],45,80,100,35,37,28,"['rock', 'ice', 'fairy', 'ghost', 'psychic']","['steel', 'fire', 'water', 'electric', 'normal', 'dark']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'fire', 'ghost', 'dark']",325,54
#331,Doubladeニダンギル,"['steel', 'ghost']",['No Guard'],59,110,150,45,49,35,"['rock', 'ice', 'fairy', 'ghost', 'psychic']","['steel', 'fire', 'water', 'electric', 'normal', 'dark']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'fire', 'ghost', 'dark']",448,74
#332,Aegislashギルガルド,"['steel', 'ghost']",['Stance Change'],60,50,140,50,140,60,"['rock', 'ice', 'fairy', 'ghost', 'psychic']","['steel', 'fire', 'water', 'electric', 'normal', 'dark']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'fire', 'ghost', 'dark']",500,83
#333,Ponytaポニータ,['psychic'],"['Run Away', 'Pastel Veil', 'Anticipation']",50,85,55,65,65,90,"['fighting', 'poison']","['steel', 'dark', 'psychic']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",410,68
#334,Rapidashギャロップ,"['psychic', 'fairy']","['Run Away', 'Pastel Veil', 'Anticipation']",65,100,70,80,80,105,"['fighting', 'dragon']","['steel', 'psychic', 'fire']","['fighting', 'psychic', 'dragon']","['ghost', 'poison', 'steel']",500,83
#335,Sinisteaヤバチャ,['ghost'],"['Weak Armor', 'Cursed Body']",40,45,45,74,54,50,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",308,51
#336,Polteageistポットデス,['ghost'],"['Weak Armor', 'Cursed Body']",60,65,65,134,114,70,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",508,84
#337,Indeedeeイエッサン,"['psychic', 'normal']","['Inner Focus', 'Synchronize', 'Psychic Surge']",60,65,55,105,95,95,"['fighting', 'poison']","['steel', 'dark', 'psychic', 'rock', 'ghost']",['psychic'],"['bug', 'dark']",475,79
#338,Phantumpボクレー,"['ghost', 'grass']","['Natural Cure', 'Frisk', 'Harvest']",43,70,48,50,60,38,"['ghost', 'psychic', 'ground', 'rock', 'water']","['normal', 'dark', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['normal', 'fighting', 'bug', 'ground', 'water', 'grass', 'electric']","['ghost', 'dark', 'flying', 'bug', 'fire', 'ice']",309,51
#339,Trevenantオーロット,"['ghost', 'grass']","['Natural Cure', 'Frisk', 'Harvest']",85,110,76,65,82,56,"['ghost', 'psychic', 'ground', 'rock', 'water']","['normal', 'dark', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['normal', 'fighting', 'bug', 'ground', 'water', 'grass', 'electric']","['ghost', 'dark', 'flying', 'bug', 'fire', 'ice']",474,79
#340,Morelullネマシュ,"['grass', 'fairy']","['Illuminate', 'Effect Spore', 'Rain Dish']",40,35,55,65,75,15,"['ground', 'rock', 'water', 'fighting', 'dark']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass']","['ground', 'water', 'grass', 'electric', 'fighting', 'dragon', 'dark']","['flying', 'poison', 'fire', 'ice', 'steel']",285,47
#341,Shiinoticマシェード,"['grass', 'fairy']","['Illuminate', 'Effect Spore', 'Rain Dish']",60,45,80,90,100,30,"['ground', 'rock', 'water', 'fighting', 'dark']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass']","['ground', 'water', 'grass', 'electric', 'fighting', 'dragon', 'dark']","['flying', 'poison', 'fire', 'ice', 'steel']",405,67
#342,Oranguruヤレユータン,"['normal', 'psychic']","['Inner Focus', 'Telepathy', 'Symbiosis']",90,60,80,90,110,60,"['fighting', 'poison']","['rock', 'ghost', 'steel', 'dark', 'psychic']","['fighting', 'psychic']","['fighting', 'bug', 'dark']",490,81
#343,Passimianナゲツケサル,['fighting'],"['Receiver', 'Defiant']",100,120,90,40,60,80,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",490,81
#344,Morpekoモルペコ,"['electric', 'dark']",['Hunger Switch'],58,95,58,70,58,97,"['flying', 'water', 'ghost', 'psychic']","['ground', 'grass', 'electric', 'dragon', 'fighting', 'dark', 'fairy']","['flying', 'steel', 'electric', 'ghost', 'psychic', 'dark']","['ground', 'fighting', 'bug', 'fairy']",436,72
#345,Falinksタイレーツ,['fighting'],"['Battle Armor', 'Defiant']",65,100,100,70,60,75,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",470,78
#346,Drampaジジーロン,"['normal', 'dragon']","['Berserk', 'Sap Sipper', 'Cloud Nine']",78,60,85,135,91,36,['dragon'],"['rock', 'ghost', 'steel', 'fairy']","['ghost', 'fire', 'water', 'grass', 'electric']","['fighting', 'ice', 'dragon', 'fairy']",485,80
#347,Turtonatorバクガメス,"['fire', 'dragon']",['Shell Armor'],60,78,135,91,85,36,"['bug', 'grass', 'ice']","['rock', 'fire', 'water', 'fairy']","['bug', 'steel', 'fire', 'grass', 'water', 'electric']","['ground', 'rock', 'water', 'dragon', 'fairy']",485,80
#348,Togedemaruトゲデマル,"['electric', 'steel']","['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,"['flying', 'rock', 'ice', 'fairy']","['ground', 'grass', 'electric', 'dragon', 'steel', 'fire']","['flying', 'steel', 'electric', 'normal', 'poison', 'rock', 'bug', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'fighting', 'fire']",435,72
#349,Snomユキハミ,"['ice', 'bug']","['Shield Dust', 'Ice Scales']",30,25,35,45,30,20,"['ground', 'grass', 'dragon', 'psychic', 'dark']","['steel', 'fire', 'water', 'ice', 'fighting', 'poison', 'ghost', 'fairy']","['ice', 'ground', 'grass']","['rock', 'steel', 'fire', 'flying']",185,30
#350,Frosmothモスノウ,"['ice', 'bug']","['Shield Dust', 'Ice Scales']",70,65,60,125,90,65,"['ground', 'grass', 'dragon', 'psychic', 'dark']","['steel', 'fire', 'water', 'ice', 'fighting', 'poison', 'ghost', 'fairy']","['ice', 'ground', 'grass']","['rock', 'steel', 'fire', 'flying']",475,79
#351,Clobbopusタタッコ,['fighting'],"['Limber', 'Technician']",50,68,60,50,50,32,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",310,51
#352,Grapploctオトスパス,['fighting'],"['Limber', 'Technician']",80,118,90,70,80,42,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'psychic', 'bug', 'ghost', 'fairy']","['rock', 'bug', 'ghost']","['flying', 'psychic', 'fairy']",480,80
#353,Pincurchinバチンウニ,['electric'],"['Lightning Rod', 'Electric Surge']",48,101,95,91,85,15,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],435,72
#354,Mantykeタマンタ,"['water', 'flying']","['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,"['ground', 'fire', 'fighting', 'bug']","['water', 'dragon', 'steel', 'electric']","['steel', 'fire', 'water', 'fighting', 'ground', 'bug']","['electric', 'rock']",345,57
#355,Mantineマンタイン,"['water', 'flying']","['Swift Swim', 'Water Absorb', 'Water Veil']",85,40,70,80,140,70,"['ground', 'fire', 'fighting', 'bug']","['water', 'dragon', 'steel', 'electric']","['steel', 'fire', 'water', 'fighting', 'ground', 'bug']","['electric', 'rock']",485,80
#356,Wailmerホエルコ,['water'],"['Water Veil', 'Oblivious', 'Pressure']",130,70,35,70,35,60,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",400,66
#357,Wailordホエルオー,['water'],"['Water Veil', 'Oblivious', 'Pressure']",170,90,45,90,45,60,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",500,83
#358,Bergmiteカチコール,['ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",55,69,85,32,35,28,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",304,50
#359,Avaluggクレベース,['ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",95,117,184,44,46,28,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",514,85
#360,Dhelmiseダダリン,"['ghost', 'grass']",['Steelworker'],70,131,100,86,90,40,"['ghost', 'psychic', 'ground', 'rock', 'water']","['normal', 'dark', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['normal', 'fighting', 'bug', 'ground', 'water', 'grass', 'electric']","['ghost', 'dark', 'flying', 'bug', 'fire', 'ice']",517,86
#361,Laprasラプラス,"['water', 'ice']","['Water Absorb', 'Shell Armor', 'Hydration']",130,85,80,85,95,60,"['ground', 'rock', 'flying', 'dragon']","['water', 'dragon', 'steel', 'ice']","['fire', 'water', 'ice']","['grass', 'electric', 'fighting', 'rock', 'fire']",535,89
#362,Lunatoneルナトーン,"['rock', 'psychic']",['Levitate'],90,55,65,95,85,70,"['flying', 'bug', 'fire', 'ice', 'poison']","['ground', 'steel', 'dark', 'psychic']","['normal', 'flying', 'poison', 'fire', 'psychic']","['ground', 'steel', 'water', 'grass', 'bug', 'ghost', 'dark']",460,76
#363,Solrockソルロック,"['rock', 'psychic']",['Levitate'],90,95,85,55,65,70,"['flying', 'bug', 'fire', 'ice', 'poison']","['ground', 'steel', 'dark', 'psychic']","['normal', 'flying', 'poison', 'fire', 'psychic']","['ground', 'steel', 'water', 'grass', 'bug', 'ghost', 'dark']",460,76
#364,Mime Jr.マネネ,"['psychic', 'fairy']","['Soundproof', 'Filter', 'Technician']",20,25,45,70,90,60,"['fighting', 'dragon']","['steel', 'psychic', 'fire']","['fighting', 'psychic', 'dragon']","['ghost', 'poison', 'steel']",310,51
#365,Mr. Mimeバリヤード,"['ice', 'psychic']","['Vital Spirit', 'Screen Cleaner', 'Ice Body']",50,65,65,90,90,100,"['flying', 'ground', 'grass', 'dragon', 'fighting', 'poison']","['steel', 'fire', 'water', 'ice', 'dark', 'psychic']","['ice', 'psychic']","['rock', 'steel', 'fire', 'bug', 'ghost', 'dark']",460,76
#366,Mr. Rimeバリコオル,"['ice', 'psychic']","['Tangled Feet', 'Screen Cleaner', 'Ice Body']",80,85,75,110,100,70,"['flying', 'ground', 'grass', 'dragon', 'fighting', 'poison']","['steel', 'fire', 'water', 'ice', 'dark', 'psychic']","['ice', 'psychic']","['rock', 'steel', 'fire', 'bug', 'ghost', 'dark']",520,86
#367,Darumakaダルマッカ,['ice'],"['Hustle', 'Inner Focus']",70,90,45,15,45,50,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",315,52
#368,Darmanitanヒヒダルマ,['ice'],"['Gorilla Tactics', 'Zen Mode']",105,140,55,30,55,95,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",480,80
#369,Stonjournerイシヘンジン,['rock'],['Power Spot'],100,125,135,20,20,70,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",470,78
#370,Eiscueコオリッポ,['ice'],['Ice Face'],75,80,110,65,90,50,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",470,78
#371,Duraludonジュラルドン,"['steel', 'dragon']","['Light Metal', 'Heavy Metal', 'Stalwart']",70,95,115,120,50,85,"['rock', 'ice', 'dragon']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'dragon', 'fire', 'water', 'electric']","['fighting', 'ground', 'fire', 'dragon']",535,89
#372,Rotomロトム,"['electric', 'ghost']",['Levitate'],50,50,77,95,77,91,"['flying', 'water', 'ghost', 'psychic']","['ground', 'grass', 'electric', 'dragon', 'normal', 'dark']","['flying', 'steel', 'electric', 'normal', 'fighting', 'poison', 'bug']","['ground', 'ghost', 'dark']",440,73
#373,Dittoメタモン,['normal'],"['Limber', 'Imposter']",48,48,48,48,48,48,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],288,48
#374,Dracozoltパッチラゴン,"['electric', 'dragon']","['Volt Absorb', 'Hustle', 'Sand Rush']",90,100,90,80,70,75,"['flying', 'water']","['ground', 'grass', 'electric', 'steel', 'fairy']","['flying', 'steel', 'electric', 'fire', 'water', 'grass']","['ground', 'ice', 'dragon', 'fairy']",505,84
#375,Arctozoltパッチルドン,"['electric', 'ice']","['Volt Absorb', 'Static', 'Slush Rush']",90,100,90,90,80,55,"['flying', 'ground', 'dragon']","['ground', 'electric', 'dragon', 'steel', 'fire', 'ice']","['flying', 'electric', 'ice']","['ground', 'fighting', 'rock', 'fire']",505,84
#376,Dracovishウオノラゴン,"['water', 'dragon']","['Water Absorb', 'Strong Jaw', 'Sand Rush']",90,90,100,70,80,75,"['ground', 'rock', 'fire']","['water', 'grass', 'steel', 'fairy']","['steel', 'fire', 'water', 'grass']","['grass', 'dragon', 'fairy']",505,84
#377,Arctovishウオチルドン,"['water', 'ice']","['Water Absorb', 'Ice Body', 'Slush Rush']",90,90,100,80,90,55,"['ground', 'rock', 'flying', 'dragon']","['water', 'dragon', 'steel', 'ice']","['fire', 'water', 'ice']","['grass', 'electric', 'fighting', 'rock', 'fire']",505,84
